name|ra|dec|vmag|class|bii|bv_color|lii|radvel
HR 1242|04 04 27.19|+59 09 20.2|5.06|STAR F0II|5.02960|0.50|145.51400|-20
HR 1243|04 01 46.10|+09 59 52.1|5.67|STAR B5V|-30.79980|0.02|180.75600|3
HR 1244|04 01 31.99|-01 32 58.9|5.28|STAR B5V|-37.81440|-0.15|191.88300|17
HR 1245|03 58 42.89|-57 06 09.0|6.05|STAR F2IV|-45.53220|0.44|268.50300|12
HR 1246|04 00 40.70|-30 29 26.9|5.93|STAR A2V|-48.70790|0.04|229.22800|21
HR 1247|03 58 44.69|-61 24 01.1|4.56|STAR M2III|-43.77560|1.62|274.01900|-1
HR 1248|04 06 39.00|+65 31 14.9|6.17|STAR A3|9.91010|0.14|141.38400|-3
HR 1249|04 02 36.70|-00 16 08.0|5.38|STAR F5V|-36.87220|0.50|190.74100|18
HR 125|00 31 25.01|-48 48 13.0|4.77|STAR A0V|-67.98040|0.02|311.74900|-2
HR 1250|04 00 15.70|-51 33 52.9|6.51|STAR M1III|-47.14100|1.64|260.81700|7
HR 1251|04 03 09.41|+05 59 21.1|3.91|STAR A1V|-33.05860|0.03|184.68000|-6
HR 1252|04 04 21.70|+24 06 20.9|5.47|STAR G0III|-20.78800|0.86|169.66800|18
HR 1253|04 03 44.59|+05 26 08.2|5.33|STAR B3V|-33.28250|-0.08|185.30900|11
HR 1254|04 03 56.59|+08 11 49.9|5.46|STAR F2V|-31.53190|0.37|182.77900|36
HR 1255|04 06 36.60|+54 00 31.0|6.31|STAR K0III|1.39750|0.99|149.18000|-8
HR 1256|04 04 41.71|+22 04 54.8|4.36|STAR K0III|-22.15080|1.07|171.27800|9
HR 1257|04 04 09.89|+02 49 36.8|5.36|STAR F6IV|-34.76450|0.50|187.90300|-18
HR 1258|04 03 24.70|-20 08 39.1|6.46|STAR B2V|-45.74110|-0.18|214.57500|20
HR 1259|04 03 36.79|-20 09 29.9|7.01|STAR K2II|-45.70080|1.22|214.61600|24
HR 126|00 31 32.71|-62 57 29.2|4.37|STAR B9V|-54.02130|-0.07|306.77900|14
HR 1260|04 07 51.10|+62 19 48.0|6.99|STAR B0III|7.65790|0.42|143.67500|-9
HR 1261|04 06 34.99|+50 21 05.0|4.29|STAR A0IV|-1.32150|0.02|151.62600|6
HR 1262|04 05 20.21|+22 00 32.0|5.90|STAR G5V|-22.09480|0.62|171.44600|26
HR 1263|04 04 08.71|-16 35 20.0|6.39|STAR K2|-44.34340|1.26|209.94100|32
HR 1264|04 00 53.81|-62 09 33.8|4.51|STAR M4III|-43.21400|1.65|274.80500|-7
HR 1265|04 04 22.70|-12 47 33.0|5.61|STAR|-42.76940|1.08|205.17200|32
HR 1266|04 01 18.19|-61 04 44.0|4.97|STAR K4III|-43.63620|1.42|273.43400|61
HR 1267|04 04 40.99|-20 22 54.1|6.13|STAR K0|-45.53380|1.16|215.03300|-4
HR 1268|04 06 36.41|+27 36 00.0|5.20|STAR B9|-17.95920|-0.13|167.42800|-2
HR 1269|04 07 00.50|+29 00 05.0|5.23|STAR F1V|-16.89950|0.34|166.46200|9
HR 127|00 31 33.60|-62 57 56.9|4.54|STAR A2V|-54.01380|0.15|306.77400|10
HR 1270|04 09 27.60|+59 54 29.2|6.28|STAR G8II|6.01320|1.14|145.47600|-14
HR 1271|03 42 32.11|-85 15 43.9|6.41|STAR B9IV|-30.55610|-0.01|299.19700|21
HR 1272|04 05 56.50|-08 51 22.0|6.26|STAR A3V|-40.65060|0.06|200.69700|28
HR 1273|04 08 39.70|+47 42 45.0|4.04|STAR B3V|-3.04500|-0.03|153.65400|1
HR 1274|04 05 46.70|-20 30 43.9|6.34|STAR G5|-45.33140|0.92|215.32400|14
HR 1275|04 05 37.39|-27 39 06.1|5.59|STAR F1IV|-47.18150|0.31|225.30600|63
HR 1276|04 09 22.39|+54 49 44.0|6.18|STAR F5V|2.27460||148.92400|-5
HR 1277|04 08 15.31|+37 43 40.1|6.09|STAR K1III|-10.42160|0.95|160.43600|-40
HR 1278|04 08 36.60|+38 02 22.9|5.51|STAR F7V|-10.14640|0.46|160.27000|25
HR 1279|04 07 42.00|+15 09 46.1|6.01|STAR F3V|-26.33040|0.40|177.37800|36
HR 128|00 32 26.81|+43 29 40.9|6.70|STAR A1V|-19.24250|-0.01|119.28600|-15
HR 1280|04 07 59.40|+17 20 22.9|5.89|STAR K5III|-24.82840|1.50|175.62900|-31
HR 1281|04 13 44.90|+72 07 35.0|6.03|STAR K1III|15.10070|1.01|137.14700|-4
HR 1282|04 12 51.60|+68 30 06.1|6.32|STAR K0|12.48400|1.18|139.73200|-24
HR 1283|04 09 10.01|+19 36 33.1|5.50|STAR K2III|-23.09170|1.07|174.00100|25
HR 1284|04 09 01.61|+13 23 53.9|5.95|STAR B9V|-27.24450|0.05|179.10600|-25
HR 1285|04 07 25.10|-42 55 00.8|6.59|STAR K0III|-47.57330|0.93|247.92800|-7
HR 1286|04 10 58.99|+33 35 12.1|5.72|STAR K1II|-13.02880|1.44|163.77000|20
HR 1287|04 10 49.90|+26 28 50.9|5.41|STAR F2IV|-18.07990|0.34|168.96000|19
HR 1288|04 09 17.81|-16 23 08.9|5.37|STAR B4V|-43.12240|-0.15|210.32100|14
HR 1289|04 28 13.01|+83 48 28.1|5.57|STAR B5V|23.40100|-0.13|128.40200|-7
HR 129|00 33 19.30|+70 58 54.1|6.42|STAR A0V|8.16240|-0.01|121.44200|-10
HR 1290|04 10 22.51|-06 55 26.0|5.44|STAR G8III|-38.75580|0.94|199.18800|-10
HR 1291|04 08 33.91|-45 51 52.9|6.59|STAR F2V|-47.01590|0.38|252.20700|8
HR 1292|04 11 20.30|+05 31 23.2|5.72|STAR F4V|-31.72380|0.36|186.58100|37
HR 1293|04 10 47.69|-08 49 10.9|5.70|STAR|-39.57670|1.06|201.39600|30
HR 1294|04 07 21.60|-64 13 21.0|6.38|STAR G3V|-41.65350|0.64|276.88300|28
HR 1295|04 12 31.39|+17 16 39.0|6.09|STAR K0III|-24.06310|1.08|176.47200|27
HR 1296|04 15 01.80|+57 27 37.1|6.08|STAR A4III|4.73120|0.61|147.69300|-23
HR 1297|04 12 51.19|+22 24 49.0|6.12|STAR B9III|-20.55400|0.19|172.41600|13
HR 1298|04 11 51.91|-06 50 15.0|4.04|STAR F2II|-38.39130|0.33|199.32400|11
HR 1299|04 10 45.79|-35 16 26.0|6.44|STAR K1III|-47.05440|1.07|236.63000|28
HR 13|00 08 03.50|-33 31 45.8|5.68|STAR K1III|-78.67100|1.12|355.91100|7
HR 130|00 33 00.00|+62 55 54.1|4.16|STAR B1I|0.13510|0.14|120.83600|-2
HR 1300|04 11 36.19|-20 21 22.0|5.79|STAR A2|-43.98740|0.18|215.72200|-13
HR 1301|04 13 59.59|+37 58 00.8|6.45|STAR G9III|-9.46570||161.09800|29
HR 1302|04 10 50.59|-41 59 37.0|4.93|STAR A9V|-47.01760|0.33|246.49600|37
HR 1303|04 14 53.90|+48 24 33.8|4.14|STAR G0I|-1.82420|0.95|153.93900|8
HR 1304|04 30 00.10|+83 20 26.2|5.46|STAR G8III|23.15260|0.87|128.83600|-38
HR 1305|04 16 53.59|+61 51 01.1|5.70|STAR B5V|8.04160|-0.14|144.78200|-2
HR 1306|04 14 53.30|+40 29 01.0|4.71|STAR G5I|-7.54000|1.01|159.45100|-2
HR 1307|04 13 34.80|+10 12 43.9|6.23|STAR B8V|-28.41600|0.05|182.68600|3
HR 1308|04 13 31.30|+08 53 26.2|6.51|STAR A2|-29.24730|0.16|183.85900|8
HR 1309|04 13 33.10|+07 42 58.0|5.29|STAR F2V|-29.96130|0.36|184.93200|4
HR 131|00 32 35.50|+20 17 39.8|5.38|STAR K0III|-42.35820|1.08|116.94800|-13
HR 1310|04 13 49.90|+12 45 11.9|6.25|STAR K0|-26.76440|1.16|180.50600|48
HR 1311|04 13 56.40|+09 15 49.0|4.84|STAR G5III|-28.93580|0.80|183.59600|-7
HR 1312|04 13 38.21|-01 08 58.9|6.44|STAR B5IV|-35.06750|-0.13|193.53500|18
HR 1313|04 17 08.21|+57 51 38.2|5.71|STAR K1III|5.21470|1.09|147.61700|-38
HR 1314|04 16 43.10|+53 36 42.8|5.19|STAR A2V|2.12620|0.05|150.54100|-3
HR 1315|04 14 36.29|+10 00 40.0|5.22|STAR B9V|-28.34390|-0.10|183.04400|7
HR 1316|04 12 31.61|-44 22 05.9|6.71|STAR K3III|-46.50930|1.48|249.91300|41
HR 1317|04 27 02.81|+80 49 27.1|5.43|STAR|21.50210|1.17|130.89200|-9
HR 1318|04 14 23.71|-10 15 23.0|4.87|STAR K3III|-39.45100|1.17|203.57900|7
HR 1319|04 15 46.30|+15 24 02.2|6.32|STAR F5V|-24.70270|0.40|178.59000|36
HR 132|00 32 23.81|+06 57 20.2|5.67|STAR B9V|-55.60590|0.00|114.54700|17
HR 1320|04 15 32.11|+08 53 31.9|4.29|STAR B3IV|-28.85410|-0.06|184.20700|17
HR 1321|04 15 25.80|+06 11 58.9|6.93|STAR G5IV|-30.50350|0.70|186.65700|-8
HR 1322|04 15 29.21|+06 11 12.1|6.31|STAR G0IV|-30.50000|0.59|186.67900|-8
HR 1323|04 13 35.71|-40 21 28.1|6.37|STAR K3III|-46.57670|1.46|244.07400|59
HR 1324|04 18 14.59|+50 17 44.2|4.61|STAR A2V|-0.08890|0.04|153.02100|20
HR 1325|04 15 16.30|-07 39 10.1|4.43|STAR K1V|-38.04780|0.82|200.75300|-42
HR 1326|04 14 00.10|-42 17 39.8|3.86|STAR K1III|-46.41410|1.10|246.88000|22
HR 1327|04 20 40.30|+65 08 26.2|5.27|STAR G5II|10.65990|0.81|142.71800|-19
HR 1328|04 18 08.21|+42 08 28.0|6.22|STAR B9V|-5.92850|-0.08|158.72300|7
HR 1329|04 17 15.60|+20 34 43.0|4.94|STAR A3|-21.03320|0.26|174.60500|16
HR 133|00 32 34.51|+27 34 50.2|6.67|STAR A2IV|-35.10390||117.82200|2
HR 1330|04 19 13.30|+50 02 56.0|5.45|STAR A7V|-0.15550|0.22|153.30600|-17
HR 1331|04 18 23.21|+21 34 45.1|5.65|STAR F0V|-20.17000|0.28|173.99600|35
HR 1332|04 17 19.20|-06 28 18.8|5.94|STAR|-37.03140|1.08|199.76000|-2
HR 1333|04 20 11.50|+50 55 14.9|5.55|STAR B1IV|0.57380|-0.01|152.80300|-16
HR 1334|04 18 24.50|+09 29 12.1|6.54|STAR A4III|-27.92950|0.16|184.16700|28
HR 1335|04 21 47.59|+60 44 08.2|5.39|STAR M0III|7.67050|1.49|145.99800|29
HR 1336|04 14 25.51|-62 28 26.0|3.35|STAR G8II|-41.65330|0.91|274.31400|36
HR 1337|04 20 14.40|+41 48 29.2|5.92|STAR K0III|-5.88940|0.94|159.23800|24
HR 1338|04 16 01.61|-51 29 12.1|4.25|STAR F4III|-44.78480|0.30|259.83500|25
HR 1339|04 19 26.09|+21 08 31.9|5.35|STAR B9IV|-20.27890|-0.08|174.51700|12
HR 134|00 32 49.10|+28 16 49.1|6.30|STAR K0III|-34.41170|1.00|117.96200|-12
HR 1340|04 14 48.70|-62 11 30.8|5.45|STAR K0III|-41.72000|1.10|273.94300|36
HR 1341|04 19 36.70|+21 46 25.0|5.38|STAR A0|-19.82830|-0.14|174.04400|12
HR 1342|04 21 51.79|+56 30 24.1|5.88|STAR A3V|4.70420||149.03000|-18
HR 1343|04 20 24.60|+34 34 00.1|4.93|STAR G8III|-10.95510|0.94|164.47100|-27
HR 1344|04 20 10.01|+31 57 11.9|6.16|STAR K5|-12.80850|1.71|166.35500|-18
HR 1345|04 18 15.91|-20 42 56.2|6.00|STAR G8III|-42.62140|1.67|216.86800|25
HR 1346|04 19 47.59|+15 37 39.0|3.65|STAR K0III|-23.81550|0.99|179.08400|39
HR 1347|04 17 53.69|-33 47 53.9|3.56|STAR B9V|-45.47090|-0.12|234.67500|18
HR 1348|04 20 21.31|+27 21 02.9|4.95|STAR K1III|-15.94320|1.15|169.83400|3
HR 1349|04 19 37.49|+10 07 17.0|6.31|STAR K0|-27.30370|1.43|183.80800|-27
HR 135|00 33 10.39|+54 53 42.0|5.93|STAR K0III|-7.88270|1.04|120.28300|-35
HR 1350|04 21 33.19|+46 29 56.0|4.85|STAR B4IV|-2.40440|-0.03|156.08100|1
HR 1351|04 19 57.70|+14 02 07.1|5.59|STAR F0IV|-24.79870|0.28|180.45900|42
HR 1352|04 22 57.89|+59 36 59.0|6.19|STAR A4V|6.99110||146.90600|12
HR 1353|04 18 37.39|-22 58 13.1|6.07|STAR A0|-43.21400|0.30|219.84100|39
HR 1354|04 20 25.10|+18 44 33.0|6.12|STAR F3V|-21.68570|0.37|176.61300|42
HR 1355|04 16 28.90|-59 18 06.8|4.44|STAR K2IV|-42.56350|1.08|270.20400|29
HR 1356|04 20 36.31|+15 05 43.1|5.26|STAR F0V|-24.00520|0.22|179.66900|36
HR 1357|04 16 21.10|-60 56 55.0|6.37|STAR A0|-42.00890|0.07|272.30000|22
HR 1358|04 20 52.80|+13 51 51.1|6.17|STAR F6V|-24.73420|0.46|180.76000|37
HR 1359|04 19 03.00|-33 54 18.0|6.37|STAR A3V|-45.24330|0.13|234.86100|16
HR 136|00 32 43.80|-63 01 52.0|5.09|STAR A0V|-53.96600|0.04|306.53600|5
HR 1360|04 20 41.21|+06 07 50.9|5.77|STAR G8III|-29.49120|0.92|187.61500|7
HR 1361|04 20 49.01|+09 13 32.2|6.53|STAR A4V|-27.61740|0.15|184.81000|39
HR 1362|04 20 38.69|-06 14 44.2|6.27|STAR G8IV|-36.20000|0.91|200.01700|8
HR 1363|04 20 42.79|-07 35 33.0|5.85|STAR B5III|-36.83390|-0.13|201.49600|11
HR 1364|04 19 16.61|-44 16 05.2|5.34|STAR K2III|-45.31630|1.08|249.60900|24
HR 1365|04 18 40.01|-52 51 36.0|6.09|STAR F7IV|-44.08590|0.49|261.58500|21
HR 1366|04 21 27.10|-00 05 53.2|5.86|STAR K3III|-32.85580|1.32|193.74800|-27
HR 1367|04 20 39.00|-20 38 22.9|5.38|STAR A2V|-42.06810|-0.02|217.00900|32
HR 1368|04 22 03.50|+14 04 37.9|5.72|STAR A3|-24.37800|0.32|180.77600|41
HR 1369|04 22 34.90|+25 37 45.1|5.37|STAR B9V|-16.74230|-0.05|171.50600|17
HR 137|00 34 24.91|+66 45 01.1|6.48|STAR B9III|3.93430|-0.08|121.24900|-16
HR 1370|04 22 22.80|+20 49 17.0|5.91|STAR M0III|-19.97480|1.66|175.25700|-9
HR 1371|04 23 35.90|+42 25 41.2|6.23|STAR A1|-5.01070|0.00|159.23600|-12
HR 1372|04 17 40.20|-63 15 20.2|5.87|STAR B9III|-41.01110|-0.07|275.08600|3
HR 1373|04 22 56.09|+17 32 33.0|3.76|STAR K0III|-22.00850|0.98|178.01600|39
HR 1374|04 21 31.30|-25 43 41.9|6.01|STAR F0IV|-43.29780|0.35|223.73400|18
HR 1375|04 23 32.40|+20 58 55.9|5.99|STAR B8IV|-19.66490|0.03|175.31700|18
HR 1376|04 23 25.01|+16 46 37.9|5.64|STAR A1|-22.41120|0.30|178.72900|35
HR 1377|04 24 29.21|+34 07 50.2|5.73|STAR B8V|-10.65030|-0.06|165.38500|5
HR 1378|04 23 59.81|+24 18 04.0|6.36|STAR B3V|-17.39260|0.17|172.76300|16
HR 1379|04 24 37.39|+33 57 34.9|5.76|STAR F4V|-10.74720|0.40|165.53100|-32
HR 138|00 33 41.11|-29 33 29.9|5.55|STAR K2III|-85.40030|1.27|0.00560|-9
HR 1380|04 24 05.81|+17 26 38.0|4.80|STAR A7V|-21.85960|0.15|178.28900|39
HR 1381|04 23 51.89|+09 27 38.9|5.12|STAR A3V|-26.87610|0.07|185.11100|-4
HR 1382|04 27 00.91|+57 35 07.1|6.32|STAR A0III|5.95870|0.04|148.74500|-1
HR 1383|04 23 40.80|-03 44 44.2|5.17|STAR A2V|-34.29830|0.08|197.82500|-11
HR 1384|04 23 05.71|-24 53 31.9|5.83|STAR K5|-42.74550|1.51|222.74700|29
HR 1385|04 24 57.10|+19 02 30.1|5.98|STAR F4V|-20.67600|0.37|177.11700|37
HR 1386|04 23 07.70|-35 32 42.0|6.39|STAR K1III|-44.56070|1.24|237.27600|17
HR 1387|04 25 22.10|+22 17 38.0|4.22|STAR A7IV|-18.48360|0.13|174.56500|40
HR 1388|04 25 25.01|+22 11 58.9|5.28|STAR A7V|-18.53690|0.25|174.64700|32
HR 1389|04 25 29.40|+17 55 41.2|4.29|STAR A2IV|-21.29450|0.05|178.11800|35
HR 139|00 33 23.30|-71 15 58.0|6.13|STAR A7IV|-45.78920|0.23|305.00900|2
HR 1390|04 26 06.31|+31 26 20.0|5.28|STAR K1III|-12.24280|0.97|167.62600|28
HR 1391|04 25 37.30|+15 56 26.9|6.46|STAR F7V|-22.53460|0.49|179.79200|38
HR 1392|04 26 18.50|+22 48 49.0|4.28|STAR A8V|-17.97860|0.26|174.30200|35
HR 1393|04 24 02.21|-34 01 00.8|3.96|STAR K4III|-44.22710|1.49|235.17300|24
HR 1394|04 26 20.81|+15 37 05.9|4.49|STAR F0V|-22.60260|0.25|180.18200|38
HR 1395|04 21 53.30|-63 23 11.0|5.24|STAR G8III|-40.52310|0.96|275.01100|45
HR 1396|04 26 36.41|+14 42 49.0|4.69|STAR G7III|-23.12100|0.98|180.99000|32
HR 1397|04 26 21.10|+08 35 25.1|6.06|STAR B6IV|-26.90490|0.02|186.30500|14
HR 1398|04 24 56.40|-34 45 28.1|6.55|STAR F2III|-44.11990|0.44|236.22700|7
HR 1399|04 27 17.50|+22 59 47.0|5.53|STAR B7V|-17.68780|-0.10|174.31300|5
HR 14|00 08 12.10|-02 26 52.1|6.07|STAR K2III|-63.23670|1.38|98.34420|1
HR 140|00 34 27.79|-52 22 23.2|5.57|STAR F3IV|-64.55570|0.47|308.96800|35
HR 1400|04 27 00.70|+02 04 45.8|6.23|STAR K1III|-30.50200|1.09|192.49700|21
HR 1401|04 33 30.70|+72 31 43.0|5.94|STAR A8|16.47970|0.30|137.88800|10
HR 1402|04 27 28.80|+11 12 45.0|5.88|STAR B8IV|-25.10900|0.05|184.15600|4
HR 1403|04 28 00.79|+21 37 12.0|5.72|STAR A0|-18.45920|0.27|175.52500|36
HR 1404|04 25 19.10|-44 09 38.9|6.39|STAR F6V|-44.24380|0.44|249.35300|13
HR 1405|04 24 12.19|-57 04 17.0|6.29|STAR G4V|-42.26720|0.66|266.90800|-4
HR 1406|04 28 51.89|+30 21 41.0|6.40|STAR F7V|-12.53420|0.52|168.84900|-37
HR 1407|04 28 26.40|+16 21 34.9|4.97|STAR K2III|-21.74520|1.13|179.90100|18
HR 1408|04 28 23.40|+14 44 26.9|5.90|STAR F0IV|-22.76690|0.32|181.25800|44
HR 1409|04 28 37.01|+19 10 49.1|3.53|STAR G9III|-19.92370|1.01|177.59600|39
HR 141|00 34 55.30|+13 22 16.0|6.40|STAR K0|-49.30270||116.76500|-19
HR 1410|04 26 57.00|-24 04 53.0|6.11|STAR A2|-41.68590|0.14|222.00300|-4
HR 1411|04 28 34.51|+15 57 43.9|3.84|STAR K0III|-21.96950|0.95|180.25700|40
HR 1412|04 28 39.70|+15 52 14.9|3.40|STAR A7III|-22.01050|0.18|180.34800|40
HR 1413|04 28 03.60|+01 51 31.0|6.15|STAR G9III|-30.40450|1.02|192.87800|30
HR 1414|04 28 50.21|+13 02 51.0|5.03|STAR A7V|-23.72720|0.23|182.78100|33
HR 1415|04 28 32.11|+01 22 50.9|5.55|STAR B3V|-30.56590|-0.10|193.41800|18
HR 1416|04 25 05.30|-61 14 17.9|5.94|STAR K4III|-40.91770|1.54|272.18200|-19
HR 1417|04 32 01.80|+53 54 38.9|5.77|STAR B0III|3.95080|0.18|151.91400|-7
HR 1418|04 27 06.00|-46 56 51.0|6.10|STAR F5V|-43.71270|0.46|253.17900|16
HR 1419|04 30 38.30|+32 27 29.2|6.21|STAR B9V|-10.84520|-0.04|167.52200|23
HR 142|00 35 14.90|-03 35 34.1|5.20|STAR F8V|-66.14870|0.56|112.89900|9
HR 1420|04 29 42.89|+10 31 18.1|6.79|STAR B5V|-25.08740|0.09|185.13000|15
HR 1421|04 28 39.00|-19 27 29.9|5.96|STAR K1III|-39.90700|1.22|216.34000|26
HR 1422|04 30 08.59|+15 38 17.2|5.58|STAR F0V|-21.87740|0.32|180.78400|30
HR 1423|04 29 06.89|-13 02 53.9|5.60|STAR B1V|-37.40300|-0.23|208.77900|22
HR 1424|04 31 24.00|+40 00 37.1|6.26|STAR B8V|-5.61920|0.04|162.00900|-12
HR 1425|04 30 02.40|+10 15 45.0|6.48|STAR G8III|-25.17840|1.03|185.41200|-63
HR 1426|04 17 59.09|-80 12 50.0|5.69|STAR K2III|-32.90400|0.84|293.79800|-20
HR 1427|04 30 33.70|+16 11 38.0|4.78|STAR A6IV|-21.45220|0.17|180.38300|38
HR 1428|04 30 38.90|+15 41 30.8|5.48|STAR A5|-21.74870|0.26|180.82000|39
HR 1429|04 28 09.41|-41 57 36.0|6.44|STAR M1III|-43.80400|1.64|246.26800|97
HR 143|00 35 32.81|-00 30 20.2|5.93|STAR F5IV|-63.10520|0.44|114.12200|6
HR 1430|04 30 37.30|+13 43 27.8|5.40|STAR F0V|-22.96920|0.26|182.48800|39
HR 1431|04 30 09.70|-13 35 31.9|6.24|STAR G5|-37.39290|1.00|209.53500|14
HR 1432|04 31 51.79|+15 51 06.1|6.02|STAR F4V|-21.42050|0.34|180.88000|36
HR 1433|04 29 19.99|-46 30 55.1|6.16|STAR K1III|-43.37130|1.06|252.53700|11
HR 1434|04 33 24.91|+43 03 50.0|6.09|STAR F0V|-3.26700|0.38|160.02000|-23
HR 1435|04 27 45.91|-62 31 14.9|5.75|STAR K0III|-40.19910|1.01|273.64100|1
HR 1436|04 32 04.80|+05 24 36.0|6.39|STAR F5V|-27.59220|0.42|190.14600|40
HR 1437|04 31 52.70|-00 02 38.0|4.91|STAR K3II|-30.62540|1.32|195.33600|17
HR 1438|04 31 25.90|-13 38 42.0|6.21|STAR A3V|-37.13220|0.12|209.75300|-15
HR 1439|04 30 40.30|-35 39 13.0|5.96|STAR K0II|-43.04350|1.00|237.61800|-8
HR 144|00 36 08.30|+54 10 07.0|5.08|STAR B7III|-8.63580|-0.11|120.66800|1
HR 1440|04 36 24.19|+64 15 42.1|5.94|STAR A1V|11.30180|-0.03|144.53500|-16
HR 1441|04 32 37.39|-03 12 33.1|5.81|STAR B9III|-32.10210|-0.14|198.62200|18
HR 1442|04 33 32.90|+18 01 00.1|6.25|STAR B9IV|-19.75550|0.07|179.34000|15
HR 1443|04 30 50.09|-44 57 14.0|5.07|STAR B2IV|-43.21800|-0.19|250.37200|14
HR 1444|04 33 50.90|+14 50 39.8|4.65|STAR A8V|-21.66490|0.25|182.05000|40
HR 1445|04 34 37.99|+28 57 40.0|5.88|STAR B9|-12.52750|-0.06|170.77300|13
HR 1446|04 33 48.10|+09 24 47.2|6.01|STAR G8III|-24.93440|1.06|186.77300|-26
HR 1447|04 33 22.01|-10 47 08.9|6.06|STAR K0|-35.50290|1.38|206.77800|-3
HR 1448|04 34 08.30|+05 34 07.0|5.68|STAR A2V|-27.08000|0.05|190.32500|-8
HR 1449|04 33 54.79|-06 44 20.0|5.72|STAR B9|-33.54600|-0.13|202.47400|2
HR 145|00 35 54.70|+13 12 24.1|6.41|STAR F7V|-49.48940|0.52|117.10900|-25
HR 1450|04 34 14.21|-06 50 16.1|6.09|STAR K2III|-33.52190|1.38|202.62400|-4
HR 1451|04 34 11.59|-08 13 53.0|5.11|STAR M3III|-34.17960|1.70|204.10400|-12
HR 1452|04 34 11.71|-08 58 13.1|5.26|STAR K4III|-34.51560|1.47|204.90100|-27
HR 1453|04 33 30.60|-29 46 00.1|4.51|STAR K0III|-41.58740|0.98|229.85900|21
HR 1454|04 36 41.40|+41 15 52.9|4.25|STAR K4III|-4.03190|1.22|161.76100|5
HR 1455|04 35 42.70|+19 52 54.1|6.36|STAR G5II|-18.18650||178.14500|-2
HR 1456|04 20 57.89|-81 34 48.0|5.79|STAR F0III|-32.04700|0.35|295.06700|14
HR 1457|04 35 55.20|+16 30 33.1|0.85|STAR K5III|-20.24840|1.54|180.97200|54
HR 1458|04 35 39.29|+10 09 38.9|4.25|STAR A5|-24.12570|0.18|186.40300|29
HR 1459|04 36 29.21|+23 20 26.9|6.02|STAR F5IV|-15.85360|0.38|175.46700|43
HR 146|00 36 27.31|+60 19 34.0|5.79|STAR A4III|-2.49160|0.29|121.07700|-9
HR 1460|04 35 13.99|-09 44 12.1|6.37|STAR A1|-34.62970|0.11|205.87200|26
HR 1461|04 35 00.50|-19 55 14.2|6.13|STAR K3III|-38.64970|1.17|217.54700|74
HR 1462|04 36 01.61|-03 36 42.8|6.33|STAR B7III|-31.56860|-0.10|199.53300|20
HR 1463|04 36 19.10|-03 21 09.0|3.93|STAR B2III|-31.37620|-0.21|199.31200|15
HR 1464|04 35 33.00|-30 33 43.9|3.82|STAR G8III|-41.30600|0.98|231.01200|-4
HR 1465|04 33 59.81|-55 02 42.0|3.27|STAR A0III|-41.41520|-0.10|263.83300|26
HR 1466|04 39 58.10|+53 28 23.2|5.35|STAR A8V|4.52770|0.32|153.03100|20
HR 1467|04 39 54.70|+53 04 46.9|5.05|STAR K0III|4.26110|1.07|153.32100|-41
HR 1468|04 46 00.31|+76 36 40.0|6.49|STAR F7V|19.65450|0.51|135.05200|-6
HR 1469|04 37 13.70|+00 59 53.9|5.31|STAR B7V|-28.93880|-0.12|195.13400|24
HR 147|00 35 41.11|-48 00 02.9|5.51|STAR F6V|-68.90240|0.44|310.26700|8
HR 1470|04 38 29.59|+26 56 24.0|6.47|STAR F2V|-13.19530||172.91700|4
HR 1471|04 38 15.79|+20 41 04.9|5.92|STAR B8V|-17.21650|-0.05|177.88400|-2
HR 1472|04 38 09.41|+16 01 59.9|5.79|STAR F0V|-20.11640|0.31|181.72300|38
HR 1473|04 38 09.50|+12 30 38.9|4.27|STAR A6V|-22.24050|0.12|184.73700|45
HR 1474|04 37 36.10|-02 28 23.9|5.23|STAR F0V|-30.65760|0.28|198.61200|21
HR 1475|04 33 34.01|-62 49 25.0|5.79|STAR K1III|-39.47130|1.04|273.73600|31
HR 1476|04 36 50.90|-30 43 00.1|6.30|STAR B9IV|-41.06030|-0.10|231.28300|15
HR 1477|04 39 23.11|+25 13 05.9|6.22|STAR A5V|-14.14630|0.16|174.40800|21
HR 1478|04 39 09.19|+15 47 58.9|5.07|STAR A4|-20.06870|0.15|182.07600|19
HR 1479|04 39 16.49|+15 55 05.2|4.69|STAR A5V|-19.97350|0.15|181.99500|36
HR 148|00 35 33.41|-54 49 18.8|6.06|STAR K0IV|-62.15490|1.01|307.83100|-10
HR 1480|04 39 06.19|+07 52 14.9|5.39|STAR A5|-24.75830|0.26|188.99500|36
HR 1481|04 38 10.80|-14 18 14.0|3.87|STAR K2III|-35.89590|1.09|211.32000|42
HR 1482|04 41 24.10|+48 18 02.9|5.67|STAR A0V|1.27670|-0.02|157.06600|23
HR 1483|04 38 53.59|-12 07 23.2|5.01|STAR A2IV|-34.84840|0.07|208.96400|7
HR 1484|04 40 03.41|+12 11 52.1|5.46|STAR B8IV|-22.05300|-0.12|185.30600|23
HR 1485|04 22 50.90|-82 53 57.1|6.76|STAR A7IV|-31.25990|0.20|296.31300|-5
HR 1486|04 43 18.10|+59 31 14.9|6.50|STAR A7IV|8.83150||148.72700|10
HR 1487|04 39 19.70|-14 21 33.1|5.45|STAR K1IV|-35.66240|1.06|211.51800|56
HR 1488|04 39 47.21|-01 03 10.1|6.10|STAR K0|-29.46430|0.94|197.52100|34
